id,trigger,conditions,script,text,options,notes
rh_confirmNoPaySel,DialogOptionSelected,$option == rh_confirmNoPay,HA_CMD stopPayingHouseHannan true,"Les sourcils de Reynard se haussent d'à peine un demi-centimètre devant votre démonstration.

""Vous auriez pu être le client d'une grandeur."" Il se recule, l'expression très froide. ""Il m'attriste de constater que vous êtes soit plus sot que je ne l'imaginais, soit que vous ne comprenez pas pleinement les conséquences d'un affront à la gens Hannan.""

""Il va me falloir faire une... démonstration avec vous.""",cutCommLink:Couper la comm,
,,,,,,
# Restarting payments to Gens Hannan,,,,,,
plReynardHannanRestartPayments,PopulateOptions,"$isPerson
$id == reynard_hannan
$global.houseHannanMachinationsInEffect",,,"rh_restartPayments:""Ma décision d'arrêter les paiements à la gens Hannan était peut-être irréfléchie.""",
rh_restartPaymentsSel,DialogOptionSelected,"$option == rh_restartPayments
HA_CMD canRemakeDealWithHouseHannan score:1000",,"""Pauvre creature."" Reynard sourit tristement, la facade du pardon inscrite sur son visage. ""J'espere que vous avez retenu la lecon.""

Il abandonne cette expression pour une indifference d'acier. ""Comprenez bien que vous n'aurez qu'une seule chance de me contrarier et de revenir.""","rh_confirmPayAgain:""Oui, j'ai commis une terrible erreur. Veuillez accepter mes excuses.""
rh_abortPayAgain:""Laissez tomber, je ne suis pas venu ici pour mendier.""",
rh_abortPayAgainSel,DialogOptionSelected,$option == rh_abortPayAgain,"AdjustRep $personFaction.id INHOSPITABLE -1
AdjustRepActivePerson INHOSPITABLE -1
FireAll PopulateOptions",Reynard soupire en levant les yeux au ciel.,,
rh_confirmPayAgainSel,DialogOptionSelected,$option == rh_confirmPayAgain,"HA_CMD endGHMachinations
$player.agreedToPayHouseHannanAgain = true
$player.payingHouseHannan = true
AddPotentialContact","""Chérisséz mon pardon, capitaine. C'est un cadeau rare et precieux."" Il vous toise de haut, d'une manière ou d'une autre, à travers les communications ; imperial.

""Respectez votre part de notre arrangement, ou vos problemes precedents vous paraitront une promenade dans les parcs de Gilead.""",cutCommLinkPolite:Mettre fin à la conversation,
# Various refusals to accept payment again,,,,,,
rh_restartPaymentsRefuse1,DialogOptionSelected,"$option == rh_restartPayments
$player.agreedToPayHouseHannanAgain score:10","AdjustRepActivePerson INHOSPITABLE -1
RemoveOption rh_restartPayments","""Rappelez-vous mes paroles, capitaine. Vous aviez une chance d'obtenir le pardon,"" dit-il sombrement, ""et vous l'avez gachee.""

""Ne me rappelez pas votre trahison.""",,
rh_restartPaymentsRefuse2,DialogOptionSelected,"$option == rh_restartPayments
$player.untrustworthy > 2 score:10",RemoveOption rh_restartPayments,"""Il y a une tache sur vous, capitaine,"" dit-il gravement. ""C'est la puanteur de celui qui ne tient pas parole. Les mensonges, je peux les pardonner comme de simples intrigues... mais trahir un serment ?""

Il secoue la tête, lentement. ""Pire que déshonorant, c'est non civilisé. Vous êtes un barbare, capitaine. Vous ne pouvez pas faire partie du monde que j'ai bâti.""

""Ne vous méprenez pas,"" il s'arrête, fixant son regard sur vous. ""Les barbares ont néanmoins leur utilité.""",,
rh_restartPaymentsRefuse3,DialogOptionSelected,"$option == rh_restartPayments
!$player.isLeagueMember score:10",RemoveOption rh_restartPayments,"""Votre petit bout de colonie - comment s'appelait-elle déjà ? J'ai oublié - n'est pas membre de la Ligue Persane, capitaine. Quel besoin aurais-je d'être le patron de barbares ?""

Il soupire, détournant le regard. ""J'admets que les mercenaires comme vous ont leur utilité. Mais on a toujours l'impression de devoir se désinfecter après de telles transactions.""",,
rh_restartPaymentsRefuse4,DialogOptionSelected,"$option == rh_restartPayments
!HA_CMD canRemakeDealWithHouseHannan",RemoveOption rh_restartPayments,"""Non.""

Reynard se recule, les mains jointes devant lui. Son absence d'explication est tout à fait intentionnelle, et il vous semble que la reconnaître lui concéderait une petite victoire.",,# failsafe
,,,,,,
"# Bounty hunter sent as a result of GensHannanMachinations, requires stopping payments to Gens Hannan *twice*",,,,,,
GensHannanMachinationsHail,GensHannanMachinationsHail,,$entity.ignorePlayerCommRequests = true,"La connexion s'authentifie, et le capitaine mercenaire apparaît devant vous, les doigts joints.

""$playerName."" $HeOrShe affiche une expression ouverte et neutre. ""Quand vous devenez client de la gens, vous concluez un accord. Si vous ne respectez pas votre part de cet accord, on me paie pour faire de vous un exemple de ce qui arrive à ceux qui ne respectent pas la gens Hannan.""

$HeOrShe marque une pause, puis ajoute d'un ton désolé : ""Les termes de mon contrat exigent que je vous en informe. Je vais vous attaquer maintenant, je vous suggère d'ordonner le branle-bas de combat."" $HeOrShe tend la main vers le bouton de coupure des communications.","cutCommLink2:""Compréhensible, bien qu'inopportun.""
cutCommLink:Ne rien dire",
,,,,,,
# Tri-Tachyon commerce raider (independent flagged),,,,,,
triTachCommerceRaiderComms,OpenCommLink,"$entity.triTachCommerceRaider score:1000
$entity.relativeStrength >= 0",$entity.ignorePlayerCommRequests = true 7,"""Contact accusé,"" le mercenaire vous fixe du regard, les yeux vides.

""On est en pleine opération sous contrat, ne me faites pas perdre mon temps.""",cutCommLink:Couper la comm,
triTachCommerceRaiderCommsWeaker,OpenCommLink,"$entity.triTachCommerceRaider score:1000
$entity.relativeStrength < 0",$entity.ignorePlayerCommRequests = true 7,"""Contact accusé,"" le mercenaire vous fixe du regard, en sueur et les yeux vides.

""On est en pleine opération sous contrat. Désengagement de votre $shipOrFleet dans trois, deux...""",cutCommLink:Couper la comm,
,,,,,,
"# Tri-Tachyon mercenary (Tactistar) attack, fleet conversations",,,,,,
ttma_commandHail,BeginFleetEncounter,"$TTMA_command score:1100
HA_CMD updateTTMAData
$attackReversible
!$ttma_commandHailedPlayer","HailPlayer
$ttma_commandHailedPlayer = true 7",,,
ttma_detachmentCommsNotHostile,OpenCommLink,"$entity.TTMA_fleet score:1000
!$entity.isHostile",$entity.ignorePlayerCommRequests = true 7,"""Salutations, $shipOrFleet indépendant,"" dit le $post. ""Veuillez maintenir votre trajectoire à l'écart de ce détachement, car nous pourrions effectuer des manoeuvres de navigation.""

""Si vous avez des questions d'ordre commercial, veuillez contacter le Commandement des Opérations.""

""Et au nom de Tactistar,"" ajoute $heOrShe, ""je vous souhaite une journée en toute sécurité.""",cutCommLink:Couper la comm,
ttma_detachmentCommsHostile,OpenCommLink,"$entity.TTMA_fleet score:1000
$entity.isHostile",$entity.ignorePlayerCommRequests = true 7,"""Contact avec $shipOrFleet hostile accusé,"" dit sombrement le $post.

""Soyez informé que les protocoles opérationnels de ce détachement n'excluent pas une action hostile contre votre $shipOrFleet,"" dit $heOrShe. C'est une menace juridique, mais néanmoins implicite.""",cutCommLink:Couper la comm,
ttma_commandCommsNotHostile,OpenCommLink,"$entity.TTMA_command score:1100
HA_CMD updateTTMAData","$entity.ignorePlayerCommRequests = true 7
FireBest TTMACommandGreeting
FireAll TTMACommandOptions",,,
TTMACommandGreeting1,TTMACommandGreeting,$attackReversible,,"""Flotte du Commandement Opérationnel Tactistar, bien reçu,"" le $post consulte un écran. ""$ShipOrFleet du capitaine $playerName.""

$HeOrShe hausse les sourcils. ""Je noterai, pour votre gouverne, que votre identifiant figure dans notre contrat opérationnel. Maintenant, je n'ai pas pour habitude de discuter des détails d'exécution contractuelle avec, disons, la cible. Mais.""

Le $post de Tactistar s'arrête avant de vous faire une quelconque offre - ce qui irait vraisemblablement à l'encontre des termes de son contrat - mais $heOrShe a tout l'air d'attendre une proposition de votre part.",,
TTMACommandGreeting2,TTMACommandGreeting,!$attackReversible,,"""Flotte du Commandement Opérationnel Tactistar, bien reçu,"" le $post consulte un écran. ""$ShipOrFleet du capitaine $playerName.""

$HeOrShe hausse les sourcils. ""Votre profil est inclus dans le périmètre de notre contrat. Il m'est interdit de discuter des détails contractuels avec, disons, les cibles opérationnelles. Mais sachez que Tactistar engagera des actions hostiles contre vous et votre $shipOrFleet pour la durée de notre engagement opérationnel privé.""

Le $post de Tactistar est strictement professionnel, froid comme le vide ; vous n'êtes qu'un objectif de mission pour $himOrHer.",,
TTMACommandOptions1,TTMACommandOptions,$attackReversible,DoCanAffordCheck 500000 ttma_offerBribe1,,"ttma_offerBribe1:""Et si je vous payais un demi-million de crédits pour attaquer le $triTachSystem à la place.""",
TTMACommandOptions2,TTMACommandOptions,,,,cutCommLink:Couper la comm,
ttma_offerBribe1Sel,DialogOptionSelected,$option == ttma_offerBribe1,DoCanAffordCheck 1000000 ttma_offerBribe2,"""Capitaine, capitaine !"" $HeOrShe secoue la tête en feignant le choc. ""Ma parole est ma garantie. D'ailleurs, Tactistar détient un contrat ! Un contrat assorti d'un généreux acompte à la signature.""

""Où en serions-nous si les mercenaires pouvaient simplement vendre leurs services au plus offrant, sans égard pour des concepts tels que l'honneur et, d'une certaine manière, la morale ?"" $HeOrShe fait un geste vague. ""Imaginez le genre de monde dans lequel nous vivrions.""

$HeOrShe regarde dans le vide quelques secondes, comme perdu dans une rêverie. $HeOrShe se retourne vers vous, l'expression parfaitement sincère. ""Non, votre offre ne fera tout simplement pas l'affaire.""","ttma_offerBribe2:""Je comprends. Un million, alors ?""
cutCommLink:Couper la comm",
ttma_offerBribe2Sel,DialogOptionSelected,$option == ttma_offerBribe2,,"""Je serais ravi d'accepter votre offre au nom de la Tactistar Space Security Corporation,"" le $post rayonne.

$HeOrShe fait un geste de la main. ""Nous avons des gens pour régler les détails, mais en attendant nous remplacerons quelques identifiants dans le formulaire standard et procéderons à partir de là. En fait, nous pourrions commencer à redéployer les actifs opérationnels immédiatement... dès réception du paiement intégral.""","ttma_bribeConfirm:Organiser le transfert de crédits
cutCommLink:Couper la comm",
ttma_bribeConfirmSel,DialogOptionSelected,$option == ttma_bribeConfirm,"AddCredits -1000000
HA_CMD retargetTTMA
$player.bribedTTMercAttack = true","""C'est un plaisir de faire affaire avec vous, Capitaine $playerName. Maintenant, si vous le permettez, j'ai des ordres à transmettre.""

$HeOrShe sourit et tend la main vers la coupure des comms, puis se ravise, se souvenant de quelque chose.

""Et au nom de Tactistar,"" dit $heOrShe, ""je tiens à vous souhaiter une journée en toute sécurité.""","cutCommLink:""Brûlez avec éclat, $rank.""",
,,,,,,
# Bounty hunters sent after you as a result of the Tri-Tachyon Commerce Raiding mini-event,,,,,,
#TTCR_BountyHunterOptionsBut,TTCR_BountyHunterOptions,"$player.counterRaidedTriTach
!$entity.ttcr_wolfpack
!$entity.ttcr_phase
!$entity.ttcr_derelict",,,"ttcrBH_but:""J'ai trouvé un accord avec Tri-Tachyon. Vous pouvez baisser la garde.""","# I dunno, generic case?"
TTCR_BountyHunterOptionsButWolf,TTCR_BountyHunterOptions,"$entity.ttcr_wolfpack
$player.counterRaidedTriTach",,,"ttcrBH_but:""Euh. J'ai trouvé un accord avec Tri-Tachyon. Vous pouvez vous retirer.""",
TTCR_BountyHunterOptionsButPhase,TTCR_BountyHunterOptions,"$entity.ttcr_phase
$player.counterRaidedTriTach",,,"ttcrBH_but:""Au contraire, j'ai trouvé un accord avec Tri-Tachyon.""",
TTCR_BountyHunterOptionsButDer,TTCR_BountyHunterOptions,"$entity.ttcr_derelict
$player.counterRaidedTriTach",,,"ttcrBH_but:""Ce n'est pas nécessaire. J'ai trouvé un accord avec Tri-Tachyon.""",
TTCR_BountyHunterOptionsButDer2,TTCR_BountyHunterOptions,"$entity.ttcr_derelict
$player.luddicFaithfulOrChurchCom",,,"ttcrBH_butFaith:""Comment avez-vous pu attaquer un $playerBrotherOrSister de la Foi ?""",
TTCR_BountyHunterOptionsCut,TTCR_BountyHunterOptions,,,,cutCommLink:Couper la comm,
TTCRBountyHunterWolfpack,TTCRBountyHunterHail,$entity.ttcr_wolfpack,"$entity.ignorePlayerCommRequests = true
FireAll TTCR_BountyHunterOptions","""$PlayerName, c'est ça ? Ah- ah ah,"" $heOrShe émet un étrange son saccadé. Vous ne savez pas si c'est un rire, ou des poumons endommagés par le vide.

""C-considérez-moi t-tellement enchanté de rencontrer notre s-source de butin."" Le $post reste assis là avec un sourire étrange, les yeux grands ouverts. $HeOrShe semble se contenter de vous observer.",,
ttcrBH_butSelWolfpack,DialogOptionSelected,"$option == ttcrBH_but
$entity.ttcr_wolfpack",,"""Oh- ah ah, c'est v-vrai ?"" $HeOrShe a l'air presque blessé, les yeux tressaillant en accédant à une interface implantée.

""N-non, il n'y a r-rien ici concernant une annulation de la prime. Mon, ah ah, employeur ne ferait jamais ce genre d'erreur.""

""D-donc d-désolé capitaine, vous allez q-quand même devoir m... mourir.""

$HisOrHer yeux décrivent un demi-arc étrange, désactivant probablement les verrous de sécurité des systèmes de combat, à en juger par la réaction de votre officier tactique dans votre vision périphérique.",cutCommLink:Couper la comm,
TTCRBountyHunterPhase,TTCRBountyHunterHail,$entity.ttcr_phase,"$entity.ignorePlayerCommRequests = true
FireAll TTCR_BountyHunterOptions","La liaison vacille et se stabilise, plus ou moins.

$HeOrShe vous fixe un moment, sans expression. Puis parle. ""Je crains que la conversation ne serve à rien ici, $PlayerName.""

Une distorsion audiovisuelle persiste, jamais tout à fait corrigée par le logiciel de communications. ",,
ttcrBH_butSelPhase,DialogOptionSelected,"$option == ttcrBH_but
$entity.ttcr_phase",,"Seuls $hisOrHer yeux bougent, un scintillement reptilien vers un écran auxiliaire, puis retour sur vous. Il vous vient à l'esprit qu'ils n'ont pas encore cligné.

""Vos paroles sont sans objet. Seul un ordre de rappel codé avec les clés échangées avec mon contact Tri-Tachyon suffirait. À défaut, le contrat tient.""

Une vague de distorsion parcourt l'écran.

""Fin de communication,"" dit $heOrShe.",cutCommLink:Couper la comm,
TTCRBountyHunterDerelict,TTCRBountyHunterHail,$entity.ttcr_derelict,"FireAll MostLuddicEthosRefresh
$entity.ignorePlayerCommRequests = true
FireAll TTCR_BountyHunterOptions","Les communications crépitent lentement avant de se stabiliser.

""Jour béni, mon ami !"" $HeOrShe sourit largement, puis se ravise. ""Mais peut-être pas tant que ça pour vous ?""

Le $post fouille dans du bric-à-brac sur sa console, hors du champ des communications, puis examine un datapad cabossé. ""Je le savais ! Par les saintes étoiles dans le trône de Ludd, c'est $playerName !""

""Prierons-nous ensemble avant de passer aux choses sérieuses ?""",,
